"restaurant" "phone" "street" "city" "state" "zip" "menu" "category" "item" "price" "low" "high"
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "menu" "Drinks" "Juice" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "menu" "Drinks" "Milk" "2.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "menu" "Drinks" "Chocolate Milk, Hot Chocolate" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "menu" "Drinks" "Fresh Ground Coffee" "2.29" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Chips & Queso" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Fiesta Fries" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Mozzarella Sticks" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Fried Okra Basket" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "66 Fries" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Fried Zucchini Sticks" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Cheddar Fries" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Onion Rings" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Starters" "Wets" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Small Luncheon Salad" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Moms Chicken Salad" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Grilled Chicken Salad" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Breaded Chicken Salad" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Cobb Salad" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Taco Salad" "7.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Soup Of The Day" NA "2.99" "3.99"
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Green Chile Stew" NA "2.99" "3.99"
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Texas Chili" NA "2.99" "3.99"
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Soups & Salads" "Soup & Half Sandwich" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Hot Dog" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Hot Meat Loaf Sandwich" "6.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Char - Grilled Chicken Sandwich" "7.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Breaded Chicken Sandwich" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "French Dip" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Cheese Steak Sandwich" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Albuquerque Turkey" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "BLT" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Grilled Cheese" "4.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Grilled Ham & Cheese" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Tuna Melt" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Chicken Salad Sandwich" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Patty Melt" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Meatless Tuesday" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Sloppy Joe" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Frito Pie" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Huevos Rancheros" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Sandwiches, Dogs, & Other Stuff" "Breakfast Burrito" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Burger Platters" "Hamburger" "7.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Burger Platters" "Cheeseburger" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Burger Platters" "Bacon Cheeseburger" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Burger Platters" "Green Chile Cheeseburger" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Burger Platters" "66 Burger" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Open Face Burgers" "Southwest Burger" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Open Face Burgers" "Kellys Stew Burger" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Open Face Burgers" "Fiesta Burger" "8.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Pile Up" "Pile Up" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Pile Up" "1/2 Pile Up" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "66 Diner Chicken Fried Steak" "11.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Chicken Fried Chicken" "9.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Fish And Chips" "11.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Chubbys Char-Grilled Hamburger Steak" "9.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "66 Diner Meat Loaf Deluxe" "8.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Ernies Grilled Liver & Onions" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Chicken Rancho" "9.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Steak Rancho" "11.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Waynes Green Chile Chicken Enchiladas" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Plates" "Chicken Chimichanga" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Spaghetti & Meat Balls" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Chicken Pot Pie" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Chicken And Dumplings" "5.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Taco Platter" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Fried Catfish" "9.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Hot Turkey Sandwich" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Blue Plate Specials" "Moms Choice" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Grilled Cheese" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Chicken Strips" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Sloppy Joe" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Hamburger" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Frito Pie" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "Hot Dog" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Kids Menu" "PB J" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "Rich Thick Shakes" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "Rich Thick Malts" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "Floats" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "1/2 Shakes" "3.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "1/2 Malts" "3.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Albuquerques Best Milkshakes" "Ice Cream Soda" "3.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Elvis" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Pink Cadillac" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "66 Diner Original" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "PB & J" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Dreamsicle" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Tutti Frutti" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Very Berry" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Grasshopper" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Caramel Apple" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Caramel Cow" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Pineapple Freeze" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Mocha" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Black Forest" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Mud Pie" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Smores" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Cappuccino" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Mochaccino" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Snickers" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Turtle" "5.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Chocolate Covered Banana" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Deluxe Shakes" "Chocolate Covered Strawberry" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Slice" "3.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Whole Pie" "14.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Hot Fruit Cobbler" "3.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Caramel Apple Cobbler" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Carrot Cake" "3.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Hot Fudge Cake" "4.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Homemade Pies" "Double Chocolate Cake" "3.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Banana Split" "7.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Sundaes" "4.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Brownie Sundae" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Junior Sundae" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Grasshopper Sundae" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Chocolate Chip Cookie Sundae" "6.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Teeny Weeny Hot Fudge Sundae" "0.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Dessert" "Scoop Of Ice Cream" "0.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Soft Drinks" "1.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Boylan Vintage Soda" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Lemonade" "1.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Coffee, Tea" "1.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Bottled Water" "2.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Milk" "2.49" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Chocolate Milk, Hot Chocolate" "2.99" NA NA
"66 Diner" "505-247-1421" "1405 Central Ave NE" "Albuquerque" "NM" "87106" "dinner" "Beverages" "Orange Juice" "2.99" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "French Onion Soup" "5" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Tortilla Soup" NA "4" "5"
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "House Green Salad" "5" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Soup & Salad" "7" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Nacho Salad" "8" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Tomato, Salmon & Shrimp Salad" "9.5" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Chipotle Ranch Chicken Salad" "9" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Soups & Salads" "Festive Spinach Salad" "8" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Best Western Burger" "9" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Sandia Sandwich" "9" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Querque Turkey" "8" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Chicken Curry Salad Sandwich" "9" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Spaghetti & Meatballs" NA "7" "10"
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Salmon With Citrus Salsa" "16" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Petite Sirloin Steak" "15" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Specialty Sandwiches & Mains" "Chicken Marsala" "12" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Southwestern Favorites" "New Mexican Enchiladas Encantadas" NA "9" "10"
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Southwestern Favorites" "Blue Corn Poblano Relleno" "12" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Southwestern Favorites" "Spicy Beef Or Chicken Tacos" NA "8" "9"
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "Southwestern Favorites" "Huevos Rancheros" "8" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Spanish Rice" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Pasta With Herbs" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Baked Potato" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Vegetable Du Jour" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Fruit Cup" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "French Fries" "2" NA NA
"Albuquerque Bar" "505-217-1619" "1015 Rio Grande Blvd NW" "Albuquerque" "NM" "87104" "menu" "The Sides" "Cottage Cheese" "2" NA NA
