"restaurant" "phone" "street" "city" "state" "zip" "menu" "category" "item" "price" "low" "high"
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Cascabel And Pomegranate Glazed Pork Ribs" "13" NA NA
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Picuris Chicken Salad" "12" NA NA
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Poblano Chile Relleno" "11" NA NA
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Chicken Quesadilla" "11" NA NA
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Amaya Club" "12" NA NA
"Amaya" "505-982-1200" "1501 Paseo De Peralta" "Santa Fe" "NM" "87501" "dinner" "Bar Menu" "Amaya Burger" NA "11" "13"
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "HAMBURGER" "5.95" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "CHEESEBURGER" "6.2" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "BACON CHEESEBURGER" "7.35" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "HAMBURGER" "6.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "GREEN CHILE CHEESEBURGER" "6.7" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "GRILLED CHICKEN SANDWICH" "6.25" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "GRILLED CHEESE" "4.5" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "GRILLED HAM AND CHEESE" "5.25" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SANDWICHES" "HAM SANDWICH" "5.05" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "GREEN CHILE" "0.8" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "HOME FRIES" "1.75" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "POTATO SALAD" "1.95" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "PASTA SALAD" "2.25" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "COLESLAW" "1.75" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "TOSSED SALAD" "2.95" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "SALAD BOWL" "7" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "CHILE BOWL" "5.25" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "BACON" "1.25" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "GRILLED ONIONS" "1" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SIDE ORDERS" "CHILI TOREADO" "1" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "menu" "SPECIAL" "N.Y. Strip Steak & Salad Platter Garlic Bread" "17" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "LUNCH" "HAMBURGER STEAK 15oz." "13.45" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "LUNCH" "PORK CHOPS" "12.95" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "LUNCH" "HAM STEAK 16oz." "12" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "LUNCH" "RIB EYE STEAK 13oz." "19.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "LUNCH" "RIB EYE & SALAD PLATTER" "18.5" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "COFFEE OR HOT TEA" "1.45" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "ICED TEA" "1.75" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "SOFT DRINKS" "1.9" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "MILK" NA "0.85" "1.25"
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "HOT CHOCOLATE" "1.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "lunch" "DRINKS" "HERBAL TEAS" "1.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DINNER" "HAMBURGER STEAK 15oz." "13.45" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DINNER" "PORK CHOPS" "12.95" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DINNER" "HAM STEAK 16oz." "12" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DINNER" "RIB EYE STEAK 13oz." "19.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DINNER" "RIB EYE & SALAD PLATTER" "18.5" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "COFFEE OR HOT TEA" "1.45" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "ICED TEA" "1.75" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "SOFT DRINKS" "1.9" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "MILK" NA "0.85" "1.25"
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "HOT CHOCOLATE" "1.55" NA NA
"Bobcat Bite" "505-983-5319" "420 Old Las Vegas Hwy" "Santa Fe" "NM" "87505" "dinner" "DRINKS" "HERBAL TEAS" "1.55" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Kiddie Lunch" "Corn Dog" "3.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Kiddie Lunch" "Taco" "3.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Kiddie Lunch" "Chicken Nuggets" "3.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Kiddie Lunch" "Beef Burrito" "3.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Kiddie Lunch" "Bean and Cheese Burrito" "3.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Twister Burritos" "Beef" "4.49" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Twister Burritos" "Chicken" "5.49" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Twister Burritos" "Carne Adovada" "6.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Twister Burritos" "Vegetarian" "7.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Platters" "Enchilada Platter" "5.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Platters" "Burrito Platter" "5.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Platters" "Combination Platter" "6.49" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Platters" "Chimichanga Platter" "6.19" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Platters" "Taco Platters" NA "4.79" "5.79"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Specialties" "Indian Taco" "5.75" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Specialties" "Taco Salad" "5.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Specialties" "Green Chile Stew" "4.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Specialties" "Nacho Supreme" "5.75" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "New Mexico Specialties" "Chicken Wrap" "4.75" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "All American Burger" NA "3.25" "5.25"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "Cheese Burger" NA "3.5" "5.5"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "Green Chile Cheese Burger" NA "3.85" "5.85"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "Bacon Cheese Burger" NA "4.15" "6.15"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "California Burger" NA "4.75" "6.75"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "Double Meat Double Cheese" NA "4.99" "6.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Burgers" "Twister Burger" NA "4.25" "6.25"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Chicken Sandwiches" "Grilled Chicken Sandwich" NA "3.99" "5.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Chicken Sandwiches" "New Mexico Chicken Sandwich" NA "4.5" "6.5"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Chicken Sandwiches" "Chicken Supreme" NA "4.75" "6.75"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Chicken Sandwiches" "California Chicken" NA "5.15" "7.15"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "French Fries" "1.35" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Taco" "1.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Enchilada" "1.75" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Green Chile Cheese Fries" "2.69" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Mini Nachos" "2.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Chips and Salsa" "1.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Chicken Nuggets" "1.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Side Orders" "Corn Dog" "1.5" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Beverages" "Soda and Iced Tea" NA "1.39" "1.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Beverages" "Coffee" NA "0.99" "1.35"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Beverages" "Orange Juice" NA "0.99" "1.95"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Beverages" "Bottled Water" "0.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Specials" "Full Special" "57.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Specials" "Half Special" "31.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Specials" "Breakfast Burrito Special" "23.99" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs" "Famous Enchilada Casserole" NA "26.99" "49.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs" "Twister Burrito Casserole" NA "26.99" "49.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs" "Taco Packs" NA "7.99" "25.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Carne Adovada" NA "7" "25.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Beef" NA "7" "25.99"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Beans" NA "2.5" "8.5"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Rice" NA "2.5" "8.5"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Green or Red Chile" NA "2.5" "4.75"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Salsa" NA "2.5" "4.75"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "menu" "Lunch and Dinner Value Packs - Ala Carte" "Tostada Chips" NA "3.75" "7.75"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Basic" NA "2.39" "3.19"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Westside" NA "2.69" "3.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "New Mexico" NA "3.09" "3.89"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Albuquerque" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "South Valley" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Taos" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Rio Grande" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Supreme" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Santa Fe" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Vegetarian" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "New Mexico Breakfast Burritos" "Denver" NA "3.69" "4.49"
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "Build Your Own Burritos" "Build Your Own Burritos" "2.39" NA NA
"Twisters" "505-892-4121" "2435 Southern Blvd SE" "Rio Rancho" "NM" "87124" "breakfast" "Build Your Own Burritos" "Green Chile" "0.4" NA NA
